,,s1,e1,s2,e2,s3,e3,s4,e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K7wiZE6KyHI,http://youtube.com/watch?v=K7wiZE6KyHI,,,,,,,,,2013-12-02T15:03:55Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB2013 KYOTO・・・・・｣・・ｳ・・・・・ｪ・・ｳ""9SHIP 12/30(TU",178,8,0,35,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KbQTG7higE8,http://youtube.com/watch?v=KbQTG7higE8,,,,,,,,,2019-12-26T08:00:57Z,UCLn8FintdYEDCSK6HaX5Q4g,"""ACE vs CHICO CARLITO"" UMB2015 REVENGE 12/19(SAT)",50589,647,11,0,162,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efl1Xoyi0Jw,http://youtube.com/watch?v=Efl1Xoyi0Jw,,,,,,,,,2015-04-01T03:53:21Z,UCLn8FintdYEDCSK6HaX5Q4g,"""FEIDA WAN vs ・・・・ｹｳ・､ｪ"" Release Party Exhibition Matchh) #m",85794,390,14,0,36,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDrqCfQg_04,http://youtube.com/watch?v=PDrqCfQg_04,,,,,,,,,2020-05-27T08:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""crane vs EARTH THE KID"" UMB2019 ・・・・ｵｷ・・・・ｺ・・・ｸ 8/31(SAT)",2897,52,1,0,20,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FvpSRcdrQ68,http://youtube.com/watch?v=FvpSRcdrQ68,,,,,,,,,2020-04-03T10:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・・・・・ vs Y.A.S""UMB2017 THE CHOICE IS YOURS 3/27(MON))attle #r",9882,120,2,0,37,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnwQcCXQtJc,http://youtube.com/watch?v=EnwQcCXQtJc,,,,,,,,,2020-03-02T09:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Z.I.O-RAMA vs NAIKA MC"" UMB2014 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/02(SUN)",4794,82,3,0,44,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n79gKRbyVLo,http://youtube.com/watch?v=n79gKRbyVLo,,,,,,,,,2020-06-27T10:00:11Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｻ・・・ｿ vs Kowree""2016 GRAND CHAMPIONSHIP FULL HD 12/30(FRI))))a",14034,373,5,0,170,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dDp7fvrahFM,http://youtube.com/watch?v=dDp7fvrahFM,,,,,,,,,2019-12-09T07:34:52Z,UCLn8FintdYEDCSK6HaX5Q4g,"""GOTIT vs TOOR"" UMB2018 ・・ｨ・・・・ｺ・・・ｸ 8/19(SUN)",6033,71,3,0,13,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GG0X9rJZnaI,http://youtube.com/watch?v=GG0X9rJZnaI,,,,,,,,,2018-03-10T04:34:37Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2017 FINAL DVD TRAILER,223685,2162,49,0,771,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oinj1PRdhpk,http://youtube.com/watch?v=Oinj1PRdhpk,,,,,,,,,2020-06-10T08:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC・・・・・・・・ｬ・・ｪa.k.a・ｵ､・・・・ｨｲ・ｦｻ vs STILL・ｿｺ""・・・ｸ 11/30(SAT)##umbb!!tle #rap ",7448,102,6,0,48,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1S3i-d1l9TQ,http://youtube.com/watch?v=1S3i-d1l9TQ,,,,,,,,,2020-04-18T08:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SHAMO vs TOMOHI"" UMB2019 ・・・・・・・ｺ・・・ｸ 11/10(SUN)",6891,132,1,0,48,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oaXGA6gKnW4,http://youtube.com/watch?v=oaXGA6gKnW4,,,,,,,,,2020-05-02T09:00:19Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・・・・・ vs kNaxx""UMB2018 GRAND CHAMPIONSHIP 12/30(SUN))11/30(SA",14325,201,5,0,173,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fKpPkAcS8OU,http://youtube.com/watch?v=fKpPkAcS8OU,,,,,,,,,2020-06-19T08:00:10Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｩ・・ｩ vs ・ｻ・・・ｿ"" ・・ｱ・ｺｬ・ｺ・・・ｸ 11/30(SAT))SHIP 12",3838,63,3,0,27,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJvxuGCwp88,http://youtube.com/watch?v=JJvxuGCwp88,,,,,,,,,2020-02-06T08:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""TERU vs Scooby J"" UMB2017 ・･・・・ｯ・ｺ・・・ｸ 8/5(SAT)",35043,766,9,0,136,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vhpbsi6Qp8g,http://youtube.com/watch?v=vhpbsi6Qp8g,,,,,,,,,2020-02-20T08:00:12Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・ vs POT""B2017 ・ｾｳ・ｳｶ・ｺ・・・ｸ 12/2(SAT)SSA",5727,70,2,0,39,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tAof3QAulVI,http://youtube.com/watch?v=tAof3QAulVI,,,,,,,,,2018-12-22T03:49:10Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2018 ・ｲ｡・ｱｱ・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ "" ・・､・・ｳ・・ｿ・・・・・･・・ｼ & Battle highlight""014 GRANDCHAMPIONSHIP 12/30",315,22,0,61,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XfPXxXnrvWk,http://youtube.com/watch?v=XfPXxXnrvWk,,,,,,,,,2020-05-02T08:00:13Z,UCLn8FintdYEDCSK6HaX5Q4g,"""K'iLL vs Scheme"" UMB2019 ・・ｼ・・・・ｺ・・・ｸ  11/9(SAT)",5675,93,5,0,57,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DqulZ-AZdTM,http://youtube.com/watch?v=DqulZ-AZdTM,,,,,,,,,2020-04-12T08:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,""" MC.YO vs $iva"" FULL HD UMB2017 GRAND CHAMPIONSHIP 12/30(・・・)",12689,183,3,0,59,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BjTQWgcP-54,http://youtube.com/watch?v=BjTQWgcP-54,,,,,,,,,2019-12-13T10:14:47Z,UCLn8FintdYEDCSK6HaX5Q4g,"""fugry vs MUD ASH"" UMB2018 ・ｹｿ・・・・ｳｶ・ｺ・・・ｸ 5/13(SUN)",3625,54,1,0,22,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rs5uTRE32q4,http://youtube.com/watch?v=rs5uTRE32q4,,,,,,,,,2020-07-04T09:00:13Z,UCLn8FintdYEDCSK6HaX5Q4g,"""R.O.G vs LEON"" UMB2016 GRAND CHAMPIONSHIP FULL HD 12/30(FRI)",7810,116,2,0,87,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j4K3JIbpyPM,http://youtube.com/watch?v=j4K3JIbpyPM,,,,,,,,,2020-04-27T08:00:16Z,UCLn8FintdYEDCSK6HaX5Q4g,"""pani vs KOOPA"" UMB2019 ・・ｼ・・・・ｺ・・・ｸ 11/9(SAT)",4046,64,1,0,31,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i0gaAnVjSRo,http://youtube.com/watch?v=i0gaAnVjSRo,,,,,,,,,2020-03-01T09:00:16Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Kowree vs marsh"" FULL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE)",12806,149,6,0,118,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,http://youtube.com/watch?v=-tnwo96eXjU,,,,,,,,,2020-06-06T08:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・ｭｦ・｣ｫ vs JAYPAY""019 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/30(SAT)//30(",4430,85,2,0,49,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_o11fHyLCU,http://youtube.com/watch?v=2_o11fHyLCU,,,,,,,,,2020-05-27T09:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SAM vs ・・ｦ・・｣・・ｫ・・ｹ"" ・?・・・ｨ・ｺ・・・ｸ 7/2(SAT)))//30(T",5739,84,2,0,46,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0efCp1dcMk,http://youtube.com/watch?v=P0efCp1dcMk,,,,,,,,,2019-12-08T02:36:13Z,UCLn8FintdYEDCSK6HaX5Q4g,"""DARK vs ・・｢・・・・・｢・・ｷ・・・・・｣・・｢""ｺ・・・ｸ 5/5(SAT)))・､・・ｳ・・ｿ・・・・・･",15400,204,3,0,78,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bEa-_oLIgOs,http://youtube.com/watch?v=bEa-_oLIgOs,,,,,,,,,2019-12-24T12:04:06Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 ・・ｼ・・・・ｺ・・・ｸ BATTLE highlight,5036,51,2,0,14,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWC19jzBmBg,http://youtube.com/watch?v=RWC19jzBmBg,,,,,,,,,2019-11-14T13:49:16Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 ・ｮｮ・ｴ・・ｺ・・・ｸ BATTLE highlight  T-SALUD vs ・・?・・ｼ・・ｲ・・ｼ,14527,148,6,0,56,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rw3lCgwfOeY,http://youtube.com/watch?v=rw3lCgwfOeY,,,,,,,,,2013-08-15T13:15:12Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB2013 OKAYAMA・・・・・｣・・ｳ・・・・・ｪ・・ｳ""8 ・・?・・ｼ・・ｲ・・ｼ",164,11,0,12,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6nwsReyYogM,http://youtube.com/watch?v=6nwsReyYogM,,,,,,,,,2020-01-08T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""DOTAMA vs ・ｻ・・・ｿ""2011 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/13 (Sun)??・・",16992,194,4,0,102,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LjtTOyNGFAs,http://youtube.com/watch?v=LjtTOyNGFAs,,,,,,,,,2019-12-19T07:31:36Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB2019 ・ｲ｡・ｱｱ・ｺ・・・ｸ ・・・・・｣・・ｳ・・・・・ｪ・・ｳ "" ・・､・・ｳ・・ｿ・・・・・･・・ｼｼ& Battle highlight""",38636,211,8,0,71,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,http://youtube.com/watch?v=-zG7lIj9fig,,,,,,,,,2020-05-31T08:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""EARTH THE KID vs ・・ｱ・ｵｰ""B2019 ・・・・ｵｷ・・・・ｺ・・・ｸ 8/31(SAT)&& ",5105,98,4,0,62,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mGwCUbNMI50,http://youtube.com/watch?v=mGwCUbNMI50,,,,,,,,,2019-12-02T09:59:39Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 ・ｺ・・ｳｶ・ｺ・・・ｸ BATTLE highlight  ・・ｫ・・・・・ｳ・・ｶ・・・・・ｫ・・ｿ・・､・・? vs SUB-K,5034,49,2,0,11,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YpS6hNPBywc,http://youtube.com/watch?v=YpS6hNPBywc,,,,,,,,,2020-03-11T09:00:10Z,UCLn8FintdYEDCSK6HaX5Q4g,"""DOTAMA vs Kascade"" UMB2014 OPENING GAME 4/19(SAT)",5838,76,1,0,27,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YsplLY4lzbU,http://youtube.com/watch?v=YsplLY4lzbU,,,,,,,,,2020-01-09T08:00:05Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｫ・・､ｪ vs rack""B2017 ・ｺｬ・・ｽ・ｺ・・・ｸ 11/5(SUN)TT)",9689,93,5,0,70,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANrjSv4TyXQ,http://youtube.com/watch?v=ANrjSv4TyXQ,,,,,,,,,2017-12-28T04:35:14Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2017 ・ｾ､・ｦｬ・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""tyle & ・・､・・ｳ・・ｿ・・・・・･・・ｼ & BATTLE highlight""RANDCHAMPIONSHIP 12/30(TUE)",290,11,0,62,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2SsxG3wKXCE,http://youtube.com/watch?v=2SsxG3wKXCE,,,,,,,,,2019-12-31T06:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""d-cad vs Authority"" UMB2017 ・・・・｣ｮ・ｺ・・・ｸ 6/3(SAT)",5858,55,3,0,19,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4q8_m3MQfqY,http://youtube.com/watch?v=4q8_m3MQfqY,,,,,,,,,2020-06-01T08:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・｣・・ｼ・・ｳ・・ｻ・・ｿ・・・・・ｪ・・ｫ vs Dragon One""・・・ｸ 6/9(SUN))・・・・･・・ｼ & BATTLE h",7491,87,2,0,64,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DpJp0GyBWdI,http://youtube.com/watch?v=DpJp0GyBWdI,,,,,,,,,2020-04-10T09:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｹ・・・・・・・・ｭ・・ｳ vs ・・・・・・・・・"" 7/6 (SUN)ｺｺ・・・ｸ 6/9(SUN))・・・・･",4779,61,1,0,34,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IcpSob5oNPE,http://youtube.com/watch?v=IcpSob5oNPE,,,,,,,,,2020-04-22T09:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""JOE$ vs CAMPANELLA"" UMB2014 ・・・・・･・ｺ・・・ｸ 10/5 (SUN)",2002,29,0,0,15,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5i_lPZ3KPGw,http://youtube.com/watch?v=5i_lPZ3KPGw,,,,,,,,,2020-05-31T09:00:05Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｹ・・・・・､・・ｫ・・､・・ｰ vs SAM""・ｨ・ｺ・・・ｸ 7/2(SAT)UUN)ｺｺ・・・ｸ 6/",4361,86,2,0,22,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sYfCHNNSdiU,http://youtube.com/watch?v=sYfCHNNSdiU,,,,,,,,,2018-03-17T02:59:51Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2017 FINAL DVD TRAILER 2 & Champion Interview,65832,546,37,0,330,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONwuEDiUYlQ,http://youtube.com/watch?v=ONwuEDiUYlQ,,,,,,,,,2020-04-19T09:00:12Z,UCLn8FintdYEDCSK6HaX5Q4g,"MC・・・・・・・・ｬ・・ｪa.k.a・ｵ､・・・・ｨｲ・ｦｻ  """" 2020 4/19ｺｺ・・・ｸ 6/9(SUN))",8161,206,9,0,43,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isNMcx3PsrU,http://youtube.com/watch?v=isNMcx3PsrU,,,,,,,,,2020-05-26T08:00:22Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・・ vs ・・ｱ・ｵｰ""・・・・ｵｷ・・・・ｺ・・・ｸ 8/31(SAT))020 4/19",3704,63,3,0,63,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YGa4ii9_Vnk,http://youtube.com/watch?v=YGa4ii9_Vnk,,,,,,,,,2020-04-11T09:00:10Z,UCLn8FintdYEDCSK6HaX5Q4g,・・｢GIL vs marsh・・｢ FULL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE) #mcbattle #rap #umb,13558,166,5,0,110,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rCi2WJMRz-A,http://youtube.com/watch?v=rCi2WJMRz-A,,,,,,,,,2020-01-17T08:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""JAKE vs ・・・""B2017 ・ｳ･・・・・ｺ・・・ｸ 9/24(SUN))IO",10167,101,6,0,62,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E_6bm7Uyk-s,http://youtube.com/watch?v=E_6bm7Uyk-s,,,,,,,,,2019-12-12T07:22:55Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 ・・・・ｵｷ・・・・ｺ・・・ｸ BATTLE highlight,6325,55,2,0,16,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WicVux-eLWI,http://youtube.com/watch?v=WicVux-eLWI,,,,,,,,,2020-03-08T09:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・・ vs BUSS""HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE))) #mc",9260,98,2,0,68,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smu4f__urAM,http://youtube.com/watch?v=smu4f__urAM,,,,,,,,,2020-06-12T09:00:33Z,UCLn8FintdYEDCSK6HaX5Q4g,"""K.Lee vs BASE"" UMB2016 ・・・・・･・ｺ・・・ｸ 10/2(SUN)",9148,175,1,0,68,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M_IEgrjcmCY,http://youtube.com/watch?v=M_IEgrjcmCY,,,,,,,,,2020-06-20T08:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""FRANKEN vs ・・・・・ｹ・・ｪ・・・・・ｹ・・ｿ・・ｼ""ｺ・・・ｸ 11/30(SAT))battle #rap #um",6648,115,12,0,50,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k6Oto3uClu8,http://youtube.com/watch?v=k6Oto3uClu8,,,,,,,,,2019-12-17T06:37:39Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 ・ｳｶ・?ｹ・ｺ・・・ｸ BATTLE highlight #umb,8859,49,4,0,20,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ttb_kbY7VKk,http://youtube.com/watch?v=Ttb_kbY7VKk,,,,,,,,,2015-07-28T05:41:50Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2015 ・・ｨ・・・・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""・・ｳ・・ｿ・・・・・･・・ｼ!!!mbｼｼ & BATTLE highligh",25975,119,2,0,17,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fruZLD6BM8,http://youtube.com/watch?v=5fruZLD6BM8,,,,,,,,,2020-03-09T08:00:11Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｰ・・ｱ?・ｽ・・ｮ・ vs ・｣ｯ・・・""､・ｦｬ・ｺ・・・ｸ 11/18(SAT)) & ・・､・・ｳ・",4280,57,2,0,15,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_leqT5Z2r7A,http://youtube.com/watch?v=_leqT5Z2r7A,,,,,,,,,2019-12-09T04:41:48Z,UCLn8FintdYEDCSK6HaX5Q4g,"""J-MACK vs L-hope"" UMB2018 ・ｲｩ・・・・ｺ・・・ｸ 7/16(MON)",2871,20,1,0,19,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
