"Kxw0IcqJKqE","http://youtube.com/watch?v=Kxw0IcqJKqE","2020-03-11T07:20:18Z","UCe_EvY8GrvYgx8PbwRBc75g","ACEvsだーひー.凱旋MCbattle東西選抜冬ノ陣2020.ベスト16","239641","3682","40","0","650","2020-07-09 20:41:46"
"4n0ByXjUsyY","http://youtube.com/watch?v=4n0ByXjUsyY","2020-02-05T07:10:08Z","UCe_EvY8GrvYgx8PbwRBc75g","HARDYvsN0uTY.凱旋MCbattle東西選抜冬ノ陣2020.1回戦","254592","3418","75","0","861","2020-07-09 20:41:46"
"lJXZjuVuY7c","http://youtube.com/watch?v=lJXZjuVuY7c","2018-08-22T11:30:50Z","UCe_EvY8GrvYgx8PbwRBc75g","凱旋MCbattle.NEWgeneration.ベスト8.百足.vs.TERA_Z","278256","3308","74","0","873","2020-07-09 20:41:46"
"uX6CJfuJL8o","http://youtube.com/watch?v=uX6CJfuJL8o","2018-12-02T10:20:08Z","UCe_EvY8GrvYgx8PbwRBc75g","藤KooS vs ゆうま/凱旋MCbattle × Nation Of Klang 本戦 @渋谷VUENOS","670253","7193","146","0","1086","2020-07-09 20:41:46"
"3FpB-ELbXOs","http://youtube.com/watch?v=3FpB-ELbXOs","2019-05-26T12:07:08Z","UCe_EvY8GrvYgx8PbwRBc75g","Authority.vs.ふぁんく.凱旋MC battle東西選抜春ノ陣2019.ベスト8","407229","4706","66","0","811","2020-07-09 20:41:46"
"qQfKAPahvTI","http://youtube.com/watch?v=qQfKAPahvTI","2019-05-10T05:01:19Z","UCe_EvY8GrvYgx8PbwRBc75g","MC☆ニガリa.k.a.赤い稲妻.vs.小池潔宗.凱旋MC battle東西選抜春ノ陣2019.シード戦","305509","3268","54","0","479","2020-07-09 20:41:46"
"-FgdB44o_pA","http://youtube.com/watch?v=-FgdB44o_pA","2020-01-07T08:11:59Z","UCe_EvY8GrvYgx8PbwRBc75g","キョンスvsKUREI.凱旋MCbattle×COREfestival","49665","1014","7","0","187","2020-07-09 20:41:46"
"fGAE-EV44b0","http://youtube.com/watch?v=fGAE-EV44b0","2019-12-05T09:36:17Z","UCe_EvY8GrvYgx8PbwRBc75g","呂布カルマvsS-kaine.凱旋MCbattle東西選抜秋ノ陣2019準決勝","456708","4951","80","0","793","2020-07-09 20:41:46"
"Hgp-49A1VVc","http://youtube.com/watch?v=Hgp-49A1VVc","2019-09-15T02:38:12Z","UCe_EvY8GrvYgx8PbwRBc75g","U-mallow.vs.HARDY.凱旋MCbattle東西選抜夏ノ陣2019.準決勝","353004","4266","66","0","709","2020-07-09 20:41:46"
"thAwJRnegNs","http://youtube.com/watch?v=thAwJRnegNs","2019-05-20T12:09:35Z","UCe_EvY8GrvYgx8PbwRBc75g","Authority vs 9for.凱旋MC battle東西選抜春ノ陣2019.ベスト16","567470","6107","111","0","759","2020-07-09 20:41:46"
"n6pqoJnrQ0U","http://youtube.com/watch?v=n6pqoJnrQ0U","2020-02-21T07:41:36Z","UCe_EvY8GrvYgx8PbwRBc75g","韻マンvsHARDY.凱旋MCbattle東西選抜冬ノ陣2020.ベスト32","450762","6511","107","0","939","2020-07-09 20:41:46"
"ldSCCz669LY","http://youtube.com/watch?v=ldSCCz669LY","2019-12-08T09:02:03Z","UCe_EvY8GrvYgx8PbwRBc75g","晋平太.vs.呂布カルマ.凱旋MCbattle東西選抜秋ノ陣2019決勝戦","1123919","13682","176","0","350","2020-07-09 20:41:46"
"19rudsU7yck","http://youtube.com/watch?v=19rudsU7yck","2019-08-27T07:33:39Z","UCe_EvY8GrvYgx8PbwRBc75g","晋平太.vs .HIDADDY.凱旋MC battle東西選抜夏ノ陣2019.1回戦","305607","3006","70","0","540","2020-07-09 20:41:46"
"rdSTuVog9qs","http://youtube.com/watch?v=rdSTuVog9qs","2019-08-15T06:00:34Z","UCe_EvY8GrvYgx8PbwRBc75g","NAIKA MC.vs.歩歩.凱旋MC battle東西選抜夏ノ陣2019.1回戦","329334","4336","82","0","706","2020-07-09 20:41:46"
"e384BWkmv_g","http://youtube.com/watch?v=e384BWkmv_g","2020-03-18T11:46:02Z","UCe_EvY8GrvYgx8PbwRBc75g","MU-TONvs呂布カルマ.凱旋MCbattle東西選抜冬ノ陣2020.決勝戦","2364723","29199","346","0","11140","2020-07-09 20:41:46"
"EeCpYIXhWU0","http://youtube.com/watch?v=EeCpYIXhWU0","2019-09-07T14:30:09Z","UCe_EvY8GrvYgx8PbwRBc75g","U-mallow.vs.ゆうま.【延長戦】凱旋MC battle東西選抜夏ノ陣2019.ベスト16","169858","2571","34","0","400","2020-07-09 20:41:46"
"PDYbJZg3ECE","http://youtube.com/watch?v=PDYbJZg3ECE","2020-03-04T08:21:03Z","UCe_EvY8GrvYgx8PbwRBc75g","がーどまん.vs.S-kaine.凱旋MCbattle東西選抜冬ノ陣2020.ベスト16","365374","5329","81","0","989","2020-07-09 20:41:46"
"mCSSQ4K9WjM","http://youtube.com/watch?v=mCSSQ4K9WjM","2019-11-29T11:59:25Z","UCe_EvY8GrvYgx8PbwRBc75g","SAM×韻マン×晋平太vsT-TANGG×スナフキン×PONEY.凱旋MCbattle東西選抜秋ノ陣2019準決勝","455761","6962","74","0","50","2020-07-09 20:41:46"
